id,d1,startaca,aca,endaca,m4all,endm4all,startq1,q1a,q1b,q1c,q1d,q1e,q1f,q2a,q2b,q2c,q2d,q2e,q11,endq2,startq3,q3a,q3b,q4,q5,q6,q7,endq7,startq8,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,endq8,partystart,party,partylean,party3,party5,q9,q10,endq11,startq12,q12a,q12b,q12c,q13,endq13,startq14,q14,q15,q16,q17,q18,q23,endq18,startdemos,rsex,gendervar,age,age2,recage,recage2,recage3,coverage,agecov,covtype,covtypeot,agecovtype,covself,covselfot,covmkt,q19,q20,starthealth,health,rechealth,rechealth2,prexa,endprx,startmarital,marital,employ,recemploy,employend,rvotestart,ideology,rvote,trumpapprove,trumpapprove2,trumpend,religstart,educ,receduc,receduc2,receduc3,hispanic,race,raceot,racethn,nativity,racethn2,income,recincome,endincome,startcell,cell,hhcell,landline,hhadults,moneystart,int,endint,timeend,cstate,cregion,density,intvwdate,inteview_length,sample07,sample10,sstate,sregion,sdivision,stz,sample17,sample19,sample240,sample,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,state1,halfsamp,halfsamp2,state,sample239,sample241,USR
50000264,Female,80,Very favorable,100,Strongly favor,114,114,Important but not a top priority,Top priority,Top priority,Important but not a top priority,Top priority,Top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,286,286, ,Very important,Very worried,Very worried, ,"No, do not want to see it overturned",394,394,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,429,429,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Passing a national Medicare-for-all plan,453,453,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,554,554,Don't Know, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",632,632,Female,FEMALE,55, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer, , , ,No, ,678,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",700,700,Married,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT,723,723,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,763,763,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,843,843, , ,"Yes, has a home telephone",2,920,Yes,968,968,California,West,Highest,190411,16,CELL,20047584,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.8661,4.9067,1.252,1.5062,English,Pacific,sex = rsex,Dual,Dual HH,CALIFORNIA,B,D,1,No,A,Suburban
50000265,Male,117,Very unfavorable,123,Strongly oppose,154,154,Top priority,Not too important,Important but not a top priority,Important but not a top priority,Should not be done,Important but not a top priority, ,Very negative,Very negative,Very negative, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,473,473, ,Very important,Not at all worried,Not at all worried, ,"No, do not want to see it overturned",659,659,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Keep it about the same,731,731,Or what?,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,768,768,"Yes, should take action",Refused,"No, should not take action",Insurance company,1035,1035,Too little, ,Leading role, ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1180,1180,Male,MALE,38, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Some other reason,1341,Poor,ONLY FAIR/POOR,OF/P,"No, no one in household has pre-existing condition",1371,1371,Divorced,Employed full-time,EMPLOYED,1397,1397,Moderate,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1431,1431,"Some postgraduate or professional school, no postgraduate degree",COLLEGE +,COLLEGE +,COLLEGE +,Yes,White, ,HISPANIC,U.S.,HISPANIC - BORN IN US,"$50,000 to less than $75,000",$40K-$89K,1517,1517, , ,"Yes, has a home telephone",1,1598,Yes,1664,1664,California,West,Highest,190411,27.4,CELL,20049658,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.6802,2.7534,.7026,.8452,English,Pacific,sex = rsex,Dual,Dual HH,CALIFORNIA,B,D,1,No,A,Suburban
50000266,Male,64,Somewhat favorable,87,Don't Know,106,106,Not too important,Important but not a top priority,Not too important,Not too important,Not too important,Top priority,Very negative,Very negative,Somewhat negative, ,Somewhat positive,The federal government should allow insurance companies to sell these types of plans,295,295,Somewhat important, ,Not too worried,Not too worried, ,"No, do not want to see it overturned",402,402,Decrease spending,Decrease spending,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,444,444,Independent,Democratic,Democrat/Independent lean Democrat,INDEPENDENT/LEAN DEM, ,Improving and protecting the 2010 Affordable Care Act,476,476,"Yes, should take action","Yes, should take action","No, should not take action",Insurance company,584,584,About the right amount,"Major role, but not leading", ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",673,673,Male,MALE,50, ,18-64,50-64,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Some other reason,750,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",779,779,Married,Employed full-time,EMPLOYED,809,809,Moderate,Yes,Don't Know,DK/RF,838,838,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,899,899, , ,"No, no home telephone",1,941,Yes,990,990,Oregon,West,Lowest,190411,16.4,CELL,20048287,Idaho,West,Mountain, , , ,A1,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,2.4651,.629,.7567,English,Pacific,sex = rsex,CPO,CPO HH,OREGON,A,D,1,No,A,Rural
50000267,Male,96,Very favorable,128,Somewhat favor,154,154,Don't Know,Important but not a top priority,Not too important,Important but not a top priority,Top priority,Important but not a top priority,Somewhat negative,Very positive,Somewhat positive, ,Somewhat positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,485,485,Very important, ,Somewhat worried,Very worried, ,"No, do not want to see it overturned",615,615,Keep it about the same,Keep it about the same,Decrease spending, ,Keep it about the same, ,Keep it about the same, ,705,705,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,772,772,"Yes, should take action","Yes, should take action","Yes, should take action",Both,897,897,Don't Know,"Major role, but not leading", ,Don't Know, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1047,1047,Male,MALE,28, ,18-64,18-29,25-34,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Don't Know,1160,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",1202,1202,Never been married,Employed full-time,EMPLOYED,1221,1221,Liberal,Yes,Don't Know,DK/RF,1267,1267,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,Yes,White, ,HISPANIC,U.S.,HISPANIC - BORN IN US,"$40,000 to less than $50,000",$40K-$89K,1358,1358, , ,"No, no home telephone",4 or more,1421,Yes,1474,1474,California,West,3,190411,24.3,CELL,20053035,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.7261,1.2844,.3277,.3943,English,Pacific,sex = rsex,CPO,CPO HH,CALIFORNIA,A,D,1,Yes,A,Urban
50000268,Male,57,Refused,140,Somewhat favor,148,148,Not too important,Important but not a top priority,Important but not a top priority,Top priority,Important but not a top priority,Important but not a top priority, ,Very positive,Neutral/Neither positive or negative (Vol.),Somewhat positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,386,386, ,Somewhat important,Very worried,Very worried, ,"No, do not want to see it overturned",467,467,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,Keep it about the same,542,542,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,566,566,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,655,656,Too much, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",767,767,Male,MALE,21, ,18-64,18-29,18-24,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65, , , , , ,791,Very good,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",820,820,Never been married,Employed full-time,EMPLOYED,850,850,Moderate,No,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,894,894,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Less than $20,000",LESS THAN $40K,942,942, , ,"No, no home telephone",1,993,Yes,1166,1166,Arizona,West,3,190411,19.1,CELL,20045132,Arizona,West,Mountain, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,1.192,4.2189,1.0765,1.2951,English,Mountain,sex = rsex,CPO,CPO HH,ARIZONA,B,D,1,No,A,Urban
50000269,Male,82,Somewhat unfavorable,107,Strongly oppose,129,129,Top priority,Not too important,Important but not a top priority,Important but not a top priority,Not too important,Not too important, ,Somewhat negative,Very negative,Very negative, ,The federal government should allow insurance companies to sell these types of plans,303,303, ,Somewhat important,Not at all worried,Not at all worried, ,"No, do not want to see it overturned",389,389,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,Decrease spending,444,444,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,473,473,"Yes, should take action","Yes, should take action","Yes, should take action",Both,547,547,Too much, ,Minor role, ,About right,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",614,614,Male,MALE,44, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Through an insurance agent or broker, ,Non-marketplace plan,Yes,Not in the plan's network,704,Very good,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",728,728,Married,Employed full-time,EMPLOYED,748,748,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,768,768,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$40,000 to less than $50,000",$40K-$89K,826,826, , ,"Yes, has a home telephone",2,886,Yes,913,913,Arizona,West,3,190411,15.2,CELL,20045200,Arizona,West,Mountain, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,.8661,4.9877,1.2727,1.531,English,Mountain,sex = rsex,Dual,Dual HH,ARIZONA,B,D,1,No,A,Suburban
50000270,Male,86,Somewhat favorable,137,Strongly favor,156,156,Should not be done,Important but not a top priority,Important but not a top priority,Top priority,Top priority,Top priority,Don't Know,Very positive,Neutral/Neither positive or negative (Vol.), ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,417,417,Very important, ,Somewhat worried,Somewhat worried,"No, do not want to see it overturned", ,541,541,Keep it about the same,Keep it about the same,Decrease spending, ,Keep it about the same, ,Keep it about the same, ,622,622,Independent,Democratic,Democrat/Independent lean Democrat,INDEPENDENT/LEAN DEM, ,Improving and protecting the 2010 Affordable Care Act,671,671,"Yes, should take action","Yes, should take action","Yes, should take action",Someone else (vol),805,805,Don't Know,Minor role, ,Lower priority, ,Don't Know,911,911,Male,MALE,42, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Somewhere else,VA,Somewhere else, , , ,No, ,1015,Poor,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",1053,1053,Married,On disability and can't work,ON DISABILITY AND CAN'T WORK,1119,1119,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1159,1159,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",Refused,DK/RF,1200,1200, , ,"No, no home telephone",3,1268,Yes,1327,1327,California,West,Lowest,190411,22,CELL,20050783,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,2.867,.7316,.8801,English,Pacific,sex = rsex,CPO,CPO HH,CALIFORNIA,A,C,1,No,A,Rural
50000271,Female,61,Very favorable,91,Strongly favor,106,106,Should not be done,Top priority,Top priority,Top priority,Top priority,Top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,231,231, ,Very important,Not at all worried,Somewhat worried,"No, do not want to see it overturned", ,318,318,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,348,348,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Passing a national Medicare-for-all plan,372,372,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,446,446,Too little, ,Leading role, ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",517,517,Female,FEMALE,38, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer, , , ,Yes,Not in the plan's network,584,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",607,607,Married,Employed full-time,EMPLOYED,626,626,Liberal,No,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,649,649,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,699,699, , ,"No, no home telephone",2,735,Yes,775,775,Washington,West,4,190411,12.8,CELL,20054750,Washington,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,4.5458,1.1599,1.3954,English,Pacific,sex = rsex,CPO,CPO HH,WASHINGTON,B,C,1,No,A,Urban
50000272,Female,112,Somewhat favorable,113,Somewhat oppose,140,140,Important but not a top priority,Should not be done,Important but not a top priority,Important but not a top priority,Important but not a top priority,Top priority, ,Somewhat positive,Neutral/Neither positive or negative (Vol.),Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,399,399, ,Very important,Not too worried,Not too worried,"Yes, overturn", ,486,486,Keep it about the same,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,535,535,Or what?,Democratic,Democrat/Independent lean Democrat,INDEPENDENT/LEAN DEM, ,Passing a national Medicare-for-all plan,592,592,"Yes, should take action","Yes, should take action","Yes, should take action",Both,701,701,Don't Know, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",796,796,Male,MALE,18, ,18-64,18-29,18-24,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.),MOTHER'S PLAN,Plan through parents/mother/father (Vol), , , ,No, ,890,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",919,919,Never been married,Employed full-time,EMPLOYED,948,948,Moderate,No,Somewhat disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,974,974,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,Other or mixed race,WHITE AND NATIVE AMERICAN,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC",Don't Know,DK/RF,1052,1052, , ,"No, no home telephone",3,1129,Yes,1162,1162,Washington,West,2,190411,19.3,CELL,20054234,Washington,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,5.7511,1.4675,1.7654,English,Pacific,sex ~= rsex,CPO,CPO HH,WASHINGTON,B,C,1,No,A,Urban
50000273,Female,86,Very favorable,118,Strongly favor,136,136,Should not be done,Top priority,Top priority,Top priority,Top priority,Top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,337,337, ,Very important,Very worried,Very worried, ,"No, do not want to see it overturned",440,440,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,490,490,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,519,519,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,630,630,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",711,711,Female,FEMALE,31, ,18-64,30-49,25-34,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,766,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",802,802,Married,Employed full-time,EMPLOYED,816,816,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,840,840,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$40,000 to less than $50,000",$40K-$89K,883,883, , ,"No, no home telephone",2,938,Yes,975,975,Alaska,West,Lowest,190411,16.1,CELL,20000113,Alaska,West,Pacific, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,No,1.192,3.8572,.9842,1.184,English,AK/HI,sex = rsex,CPO,CPO HH,ALASKA,B,D,1,No,A,Rural
